"state","year","quarter","district","topuser_count","amount"
"andaman-&-nicobar-islands",2018,1,"south andaman","5688","12560249"
"andaman-&-nicobar-islands",2018,1,"nicobars","528","1139849"
"andaman-&-nicobar-islands",2018,1,"north and middle andaman","442","931663"
"andaman-&-nicobar-islands",2018,2,"south andaman","9395","23948236"
"andaman-&-nicobar-islands",2018,2,"nicobars","1120","3072437"
"andaman-&-nicobar-islands",2018,2,"north and middle andaman","825","1317863"
"andaman-&-nicobar-islands",2018,3,"south andaman","13511","44268112"
"andaman-&-nicobar-islands",2018,3,"nicobars","1471","6387829"
"andaman-&-nicobar-islands",2018,3,"north and middle andaman","1283","4901530"
"andaman-&-nicobar-islands",2018,4,"south andaman","20136","75411841"
"andaman-&-nicobar-islands",2018,4,"north and middle andaman","2137","7955636"
"andaman-&-nicobar-islands",2018,4,"nicobars","1485","7180859"
"andaman-&-nicobar-islands",2019,1,"south andaman","25683","85501972"
"andaman-&-nicobar-islands",2019,1,"north and middle andaman","3264","9561709"
"andaman-&-nicobar-islands",2019,1,"nicobars","1539","7236060"
"andaman-&-nicobar-islands",2019,2,"south andaman","28490","102530956"
"andaman-&-nicobar-islands",2019,2,"north and middle andaman","3371","8612103"
"andaman-&-nicobar-islands",2019,2,"nicobars","1828","9111651"
"andaman-&-nicobar-islands",2019,3,"south andaman","27421","91023888"
"andaman-&-nicobar-islands",2019,3,"north and middle andaman","4049","11481466"
"andaman-&-nicobar-islands",2019,3,"nicobars","2300","11566421"
"andaman-&-nicobar-islands",2019,4,"south andaman","27843","110930312"
"andaman-&-nicobar-islands",2019,4,"north and middle andaman","4716","13524057"
"andaman-&-nicobar-islands",2019,4,"nicobars","2600","12384162"
"andaman-&-nicobar-islands",2020,1,"south andaman","32713","134679397"
"andaman-&-nicobar-islands",2020,1,"north and middle andaman","5674","14697372"
"andaman-&-nicobar-islands",2020,1,"nicobars","2911","12099544"
"andaman-&-nicobar-islands",2020,2,"south andaman","48088","132855779"
"andaman-&-nicobar-islands",2020,2,"north and middle andaman","10979","22447714"
"andaman-&-nicobar-islands",2020,2,"nicobars","3895","14341509"
"andaman-&-nicobar-islands",2020,3,"south andaman","95323","282366109"
"andaman-&-nicobar-islands",2020,3,"north and middle andaman","16747","33486883"
"andaman-&-nicobar-islands",2020,3,"nicobars","5413","22166454"
"andaman-&-nicobar-islands",2020,4,"south andaman","186494","523122463"
"andaman-&-nicobar-islands",2020,4,"north and middle andaman","29349","68941322"
"andaman-&-nicobar-islands",2020,4,"nicobars","8688","35218871"
"andaman-&-nicobar-islands",2021,1,"south andaman","207092","669604045"
"andaman-&-nicobar-islands",2021,1,"north and middle andaman","27358","75027255"
"andaman-&-nicobar-islands",2021,1,"nicobars","10302","39075267"
"andaman-&-nicobar-islands",2021,2,"south andaman","286907","760893021"
"andaman-&-nicobar-islands",2021,2,"north and middle andaman","39200","90233389"
"andaman-&-nicobar-islands",2021,2,"nicobars","15307","48020607"
"andaman-&-nicobar-islands",2021,3,"south andaman","382418","1116789011"
"andaman-&-nicobar-islands",2021,3,"north and middle andaman","46592","118254866"
"andaman-&-nicobar-islands",2021,3,"nicobars","20754","74980519"
"andaman-&-nicobar-islands",2021,4,"south andaman","558571","1694794708"
"andaman-&-nicobar-islands",2021,4,"north and middle andaman","53115","156486112"
"andaman-&-nicobar-islands",2021,4,"nicobars","24437","81329281"
"andaman-&-nicobar-islands",2022,1,"south andaman","705512","1872991196"
"andaman-&-nicobar-islands",2022,1,"north and middle andaman","60059","161624879"
"andaman-&-nicobar-islands",2022,1,"nicobars","29177","94414128"
"andaman-&-nicobar-islands",2022,2,"south andaman","954875","2357326563"
"andaman-&-nicobar-islands",2022,2,"north and middle andaman","72573","195693168"
"andaman-&-nicobar-islands",2022,2,"nicobars","43769","132900619"
"andaman-&-nicobar-islands",2022,3,"south andaman","1455255","2967719401"
"andaman-&-nicobar-islands",2022,3,"north and middle andaman","79574","211581970"
"andaman-&-nicobar-islands",2022,3,"nicobars","49550","131330401"
"andaman-&-nicobar-islands",2022,4,"south andaman","1835592","3600887266"
"andaman-&-nicobar-islands",2022,4,"north and middle andaman","93297","241431284"
"andaman-&-nicobar-islands",2022,4,"nicobars","58646","142355854"
"andaman-&-nicobar-islands",2023,1,"south andaman","2030078","3867385426"
"andaman-&-nicobar-islands",2023,1,"north and middle andaman","152187","392080332"
"andaman-&-nicobar-islands",2023,1,"nicobars","94127","202062829"
"andaman-&-nicobar-islands",2023,2,"south andaman","2417058","4297737197"
"andaman-&-nicobar-islands",2023,2,"north and middle andaman","181149","462414675"
"andaman-&-nicobar-islands",2023,2,"nicobars","109568","230192364"
"andhra-pradesh",2018,1,"visakhapatnam","1256469","1749966197"
"andhra-pradesh",2018,1,"east godavari","943935","1235785516"
"andhra-pradesh",2018,1,"krishna","863935","1284255180"
"andhra-pradesh",2018,1,"chittoor","830324","1009621878"
"andhra-pradesh",2018,1,"guntur","815932","1108686589"
"andhra-pradesh",2018,1,"kurnool","679623","764905299"
"andhra-pradesh",2018,1,"anantapur","638664","788830646"
"andhra-pradesh",2018,1,"west godavari","577090","853547669"
"andhra-pradesh",2018,1,"prakasam","534757","748990776"
"andhra-pradesh",2018,1,"spsr nellore","531612","676643238"
"andhra-pradesh",2018,2,"visakhapatnam","1641192","2987853607"
"andhra-pradesh",2018,2,"krishna","1224987","2448141593"
"andhra-pradesh",2018,2,"east godavari","1221677","2168914928"
"andhra-pradesh",2018,2,"chittoor","1185723","1990419126"
"andhra-pradesh",2018,2,"guntur","1088101","2108475812"
"andhra-pradesh",2018,2,"kurnool","968439","1531888666"
"andhra-pradesh",2018,2,"anantapur","937023","1690366079"
"andhra-pradesh",2018,2,"west godavari","786033","1688025212"
"andhra-pradesh",2018,2,"spsr nellore","780454","1542057934"
"andhra-pradesh",2018,2,"prakasam","739991","1571167562"
"andhra-pradesh",2018,3,"visakhapatnam","3394576","4821892253"
"andhra-pradesh",2018,3,"east godavari","3226907","3551247095"
"andhra-pradesh",2018,3,"kurnool","2921189","2908389262"
"andhra-pradesh",2018,3,"krishna","2396934","3754202654"
"andhra-pradesh",2018,3,"chittoor","2297429","3283517631"
"andhra-pradesh",2018,3,"guntur","1912529","3127764663"
"andhra-pradesh",2018,3,"anantapur","1815215","2681787750"
"andhra-pradesh",2018,3,"ysr","1557444","2235904512"
"andhra-pradesh",2018,3,"west godavari","1431282","2309078493"
"andhra-pradesh",2018,3,"prakasam","1319651","2346453445"
"andhra-pradesh",2018,4,"visakhapatnam","4791421","7366635865"
"andhra-pradesh",2018,4,"chittoor","3166201","4979093890"
"andhra-pradesh",2018,4,"east godavari","3052762","4652624623"
"andhra-pradesh",2018,4,"krishna","2839161","5416251838"
"andhra-pradesh",2018,4,"guntur","2546620","4730251218"
"andhra-pradesh",2018,4,"kurnool","2508530","3626544852"
"andhra-pradesh",2018,4,"anantapur","2286391","3975878156"
"andhra-pradesh",2018,4,"spsr nellore","1814997","3293448557"
"andhra-pradesh",2018,4,"ysr","1732527","3252340063"
"andhra-pradesh",2018,4,"prakasam","1692862","3255254226"
"andhra-pradesh",2019,1,"visakhapatnam","9690866","13459857441"
"andhra-pradesh",2019,1,"chittoor","6486813","8223371732"
"andhra-pradesh",2019,1,"krishna","5443981","9061346433"
"andhra-pradesh",2019,1,"east godavari","5440146","7382264725"
"andhra-pradesh",2019,1,"guntur","4846553","7765934169"
"andhra-pradesh",2019,1,"kurnool","4193432","5541564893"
"andhra-pradesh",2019,1,"anantapur","3891336","6044730653"
"andhra-pradesh",2019,1,"spsr nellore","3333584","5161932216"
"andhra-pradesh",2019,1,"prakasam","2931081","4807527779"
"andhra-pradesh",2019,1,"ysr","2852197","4915811594"
"andhra-pradesh",2019,2,"visakhapatnam","11705738","20797479804"
"andhra-pradesh",2019,2,"krishna","6428472","13437029116"
"andhra-pradesh",2019,2,"chittoor","5983308","10982727976"
"andhra-pradesh",2019,2,"guntur","5005275","10405246943"
"andhra-pradesh",2019,2,"east godavari","4699261","9116404622"
"andhra-pradesh",2019,2,"kurnool","3895824","7358285187"
"andhra-pradesh",2019,2,"anantapur","3578836","7830782361"
"andhra-pradesh",2019,2,"spsr nellore","3141891","6880873007"
"andhra-pradesh",2019,2,"prakasam","2670529","6262396448"
"andhra-pradesh",2019,2,"ysr","2606284","6376856828"
"andhra-pradesh",2019,3,"visakhapatnam","16694947","26944837120"
"andhra-pradesh",2019,3,"krishna","8408474","16404073561"
"andhra-pradesh",2019,3,"chittoor","8201783","13837455759"
"andhra-pradesh",2019,3,"guntur","6942304","13075661264"
"andhra-pradesh",2019,3,"east godavari","6537303","11387726471"
"andhra-pradesh",2019,3,"kurnool","5139134","9025632779"
"andhra-pradesh",2019,3,"anantapur","4889720","9554081289"
"andhra-pradesh",2019,3,"spsr nellore","4150195","8256600119"
"andhra-pradesh",2019,3,"prakasam","3430750","7354502261"
"andhra-pradesh",2019,3,"ysr","3296586","7447544274"
"andhra-pradesh",2019,4,"visakhapatnam","23594874","39133296330"
"andhra-pradesh",2019,4,"krishna","11719402","23039786404"
"andhra-pradesh",2019,4,"chittoor","11246986","19298476028"
"andhra-pradesh",2019,4,"guntur","9761330","18565626418"
"andhra-pradesh",2019,4,"east godavari","9285739","16816774065"
"andhra-pradesh",2019,4,"kurnool","7001958","13233105729"
"andhra-pradesh",2019,4,"anantapur","6764112","13887248889"
"andhra-pradesh",2019,4,"spsr nellore","5877804","11786014089"
"andhra-pradesh",2019,4,"prakasam","4865473","10604077825"
"andhra-pradesh",2019,4,"ysr","4793157","10865073856"
"andhra-pradesh",2020,1,"visakhapatnam","27115031","48809747615"
"andhra-pradesh",2020,1,"chittoor","13257740","23441848567"
"andhra-pradesh",2020,1,"krishna","12175289","24481702771"
"andhra-pradesh",2020,1,"guntur","11493331","22992734621"
"andhra-pradesh",2020,1,"east godavari","11346242","21854701379"
"andhra-pradesh",2020,1,"anantapur","8466129","17864325753"
"andhra-pradesh",2020,1,"kurnool","8246869","17022710312"
"andhra-pradesh",2020,1,"spsr nellore","7430247","15387829694"
"andhra-pradesh",2020,1,"prakasam","6318396","14169104765"
"andhra-pradesh",2020,1,"ysr","6031255","14059924637"
"andhra-pradesh",2020,2,"visakhapatnam","25300401","48293889917"
"andhra-pradesh",2020,2,"chittoor","14848197","27361300300"
"andhra-pradesh",2020,2,"east godavari","13130334","26319906327"
"andhra-pradesh",2020,2,"krishna","12313709","26964149095"
"andhra-pradesh",2020,2,"guntur","12308707","27463593608"
"andhra-pradesh",2020,2,"anantapur","10473739","22094006659"
"andhra-pradesh",2020,2,"kurnool","9821381","22419372062"
"andhra-pradesh",2020,2,"spsr nellore","9454274","20665376461"
"andhra-pradesh",2020,2,"prakasam","8844580","19846026727"
"andhra-pradesh",2020,2,"ysr","8033609","19597207268"
"andhra-pradesh",2020,3,"visakhapatnam","34421299","67628440368"
"andhra-pradesh",2020,3,"chittoor","20501863","42811566246"
"andhra-pradesh",2020,3,"krishna","19110457","44788458672"
"andhra-pradesh",2020,3,"east godavari","17972431","39300043805"
"andhra-pradesh",2020,3,"guntur","17601395","42531195810"
"andhra-pradesh",2020,3,"spsr nellore","16468209","39128324534"
"andhra-pradesh",2020,3,"anantapur","14447683","34102037973"
"andhra-pradesh",2020,3,"kurnool","13243292","32529351107"
"andhra-pradesh",2020,3,"prakasam","12266310","31221704852"
"andhra-pradesh",2020,3,"ysr","11934653","32037007334"
"andhra-pradesh",2020,4,"visakhapatnam","46551467","91879823025"
"andhra-pradesh",2020,4,"chittoor","29590411","61505711150"
"andhra-pradesh",2020,4,"krishna","27981050","64461504668"
"andhra-pradesh",2020,4,"guntur","26136538","60641872021"
"andhra-pradesh",2020,4,"east godavari","25989490","58732615663"
"andhra-pradesh",2020,4,"anantapur","20996384","49732610814"
"andhra-pradesh",2020,4,"spsr nellore","20934374","49115443663"
"andhra-pradesh",2020,4,"kurnool","18737323","44718203115"
"andhra-pradesh",2020,4,"prakasam","16176867","41852443494"
"andhra-pradesh",2020,4,"ysr","15676878","42572974713"
"andhra-pradesh",2021,1,"visakhapatnam","48248923","95308386038"
"andhra-pradesh",2021,1,"krishna","29717175","69715406645"
"andhra-pradesh",2021,1,"chittoor","29342609","60947491847"
"andhra-pradesh",2021,1,"guntur","27445045","64207987853"
"andhra-pradesh",2021,1,"east godavari","26190701","60027984988"
"andhra-pradesh",2021,1,"spsr nellore","22541428","52210333202"
"andhra-pradesh",2021,1,"anantapur","20102957","48353870395"
"andhra-pradesh",2021,1,"kurnool","17918524","44941629660"
"andhra-pradesh",2021,1,"west godavari","16015685","42124030669"
"andhra-pradesh",2021,1,"ysr","15374473","42570919449"
"andhra-pradesh",2021,2,"visakhapatnam","54390299","114439012713"
"andhra-pradesh",2021,2,"krishna","36370960","90021923050"
"andhra-pradesh",2021,2,"chittoor","34344902","73654690122"
"andhra-pradesh",2021,2,"guntur","32968819","82356914464"
"andhra-pradesh",2021,2,"east godavari","31717908","74604325864"
"andhra-pradesh",2021,2,"spsr nellore","30290406","72283071757"
"andhra-pradesh",2021,2,"anantapur","25123346","60987487571"
"andhra-pradesh",2021,2,"kurnool","21972396","56659287475"
"andhra-pradesh",2021,2,"west godavari","20950964","57233116236"
"andhra-pradesh",2021,2,"prakasam","19944047","54535328043"
"andhra-pradesh",2021,3,"visakhapatnam","69220981","136945652159"
"andhra-pradesh",2021,3,"krishna","44828275","104417897559"
"andhra-pradesh",2021,3,"chittoor","42628568","89371931753"
"andhra-pradesh",2021,3,"guntur","41675093","96525353090"
"andhra-pradesh",2021,3,"east godavari","39572714","89380370073"
"andhra-pradesh",2021,3,"spsr nellore","34411958","77839676988"
"andhra-pradesh",2021,3,"anantapur","30366444","70291248156"
"andhra-pradesh",2021,3,"kurnool","26377809","62527453762"
"andhra-pradesh",2021,3,"west godavari","26245039","66647238455"
"andhra-pradesh",2021,3,"prakasam","24116580","63367713447"
"andhra-pradesh",2021,4,"visakhapatnam","82711538","159530099773"
"andhra-pradesh",2021,4,"krishna","55489829","125015323208"
"andhra-pradesh",2021,4,"chittoor","51119640","103985734664"
"andhra-pradesh",2021,4,"guntur","50919286","115553993673"
"andhra-pradesh",2021,4,"east godavari","48992531","106725597026"
"andhra-pradesh",2021,4,"spsr nellore","41921081","92256405076"
"andhra-pradesh",2021,4,"anantapur","36129136","81239787007"
"andhra-pradesh",2021,4,"west godavari","33235175","81292461575"
"andhra-pradesh",2021,4,"kurnool","31782248","73968947670"
"andhra-pradesh",2021,4,"prakasam","27858275","71323060008"
"andhra-pradesh",2022,1,"visakhapatnam","88233362","170120350591"
"andhra-pradesh",2022,1,"krishna","61826199","139690081529"
"andhra-pradesh",2022,1,"chittoor","58561024","117900595509"
"andhra-pradesh",2022,1,"guntur","57226996","129673727687"
"andhra-pradesh",2022,1,"east godavari","54738830","121067103713"
"andhra-pradesh",2022,1,"spsr nellore","47645702","104895571602"
"andhra-pradesh",2022,1,"anantapur","40613148","90197023268"
"andhra-pradesh",2022,1,"west godavari","37271259","92397939904"
"andhra-pradesh",2022,1,"kurnool","35093633","81568420501"
"andhra-pradesh",2022,1,"prakasam","31340975","79494373255"
"andhra-pradesh",2022,2,"visakhapatnam","101387402","193242841582"
"andhra-pradesh",2022,2,"krishna","73525814","163997729296"
"andhra-pradesh",2022,2,"chittoor","67507661","136435445125"
"andhra-pradesh",2022,2,"guntur","66315749","147098141569"
"andhra-pradesh",2022,2,"east godavari","62072845","135531452998"
"andhra-pradesh",2022,2,"spsr nellore","54838708","121941082043"
"andhra-pradesh",2022,2,"anantapur","46099366","102138758016"
"andhra-pradesh",2022,2,"west godavari","44409239","107973244960"
"andhra-pradesh",2022,2,"kurnool","40165692","92409350856"
"andhra-pradesh",2022,2,"prakasam","36163507","90435082546"
"andhra-pradesh",2022,3,"visakhapatnam","97434546","181124419864"
"andhra-pradesh",2022,3,"krishna","71051144","153770559026"
"andhra-pradesh",2022,3,"chittoor","65751781","133053581632"
"andhra-pradesh",2022,3,"guntur","65612317","141588522953"
"andhra-pradesh",2022,3,"east godavari","61467134","129677722170"
"andhra-pradesh",2022,3,"anantapur","45165363","97735649608"
"andhra-pradesh",2022,3,"west godavari","43635951","101706854744"
"andhra-pradesh",2022,3,"spsr nellore","42116582","95099325968"
"andhra-pradesh",2022,3,"kurnool","39557913","88415335176"
"andhra-pradesh",2022,3,"prakasam","35376080","87475230073"
"andhra-pradesh",2022,4,"visakhapatnam","103790055","185306149745"
"andhra-pradesh",2022,4,"krishna","76526667","157826011193"
"andhra-pradesh",2022,4,"guntur","70723763","146938735167"
"andhra-pradesh",2022,4,"chittoor","70322534","136840859888"
"andhra-pradesh",2022,4,"east godavari","68016055","136531110140"
"andhra-pradesh",2022,4,"anantapur","48299601","101533878537"
"andhra-pradesh",2022,4,"west godavari","47919930","105335724991"
"andhra-pradesh",2022,4,"kurnool","43524766","94667441029"
"andhra-pradesh",2022,4,"spsr nellore","42582064","92085916181"
"andhra-pradesh",2022,4,"prakasam","37211077","88105031866"
"andhra-pradesh",2023,1,"visakhapatnam","164358781","277211090180"
"andhra-pradesh",2023,1,"krishna","122104381","238058890676"
"andhra-pradesh",2023,1,"chittoor","120192355","218037027226"
"andhra-pradesh",2023,1,"east godavari","115196449","223454724672"
"andhra-pradesh",2023,1,"guntur","114246185","226244225817"
"andhra-pradesh",2023,1,"anantapur","82127373","162287796625"
"andhra-pradesh",2023,1,"west godavari","79094558","165941144654"
"andhra-pradesh",2023,1,"kurnool","72405172","149100361797"
"andhra-pradesh",2023,1,"spsr nellore","71318689","143967164643"
"andhra-pradesh",2023,1,"prakasam","63671149","141672839638"
"andhra-pradesh",2023,2,"visakhapatnam","184918179","303874597259"
"andhra-pradesh",2023,2,"krishna","141748488","267001403933"
"andhra-pradesh",2023,2,"chittoor","136283483","245550525910"
"andhra-pradesh",2023,2,"guntur","132035450","254140764680"
"andhra-pradesh",2023,2,"east godavari","131243375","245134717109"
"andhra-pradesh",2023,2,"west godavari","92533269","187699526244"
"andhra-pradesh",2023,2,"anantapur","91695174","180050369328"
"andhra-pradesh",2023,2,"spsr nellore","82056071","165181391414"
"andhra-pradesh",2023,2,"kurnool","81475907","166991990104"
"andhra-pradesh",2023,2,"prakasam","73598725","158428689659"
"arunachal-pradesh",2018,1,"papum pare","14224","32555848"
"arunachal-pradesh",2018,1,"west kameng","5787","9540633"
"arunachal-pradesh",2018,1,"lohit","3747","11496950"
"arunachal-pradesh",2018,1,"east siang","3286","5533620"
"arunachal-pradesh",2018,1,"changlang","3195","5380749"
"arunachal-pradesh",2018,1,"tawang","2334","5055665"
"arunachal-pradesh",2018,1,"longding","2321","4361532"
"arunachal-pradesh",2018,1,"west siang","1887","4796676"
"arunachal-pradesh",2018,1,"lower subansiri","1477","3650728"
"arunachal-pradesh",2018,1,"namsai","1400","2162985"
"arunachal-pradesh",2018,2,"papum pare","25363","66520931"
"arunachal-pradesh",2018,2,"west kameng","10466","25521321"
"arunachal-pradesh",2018,2,"lohit","6962","20520619"
"arunachal-pradesh",2018,2,"east siang","6363","15285584"
"arunachal-pradesh",2018,2,"changlang","6066","13294259"
"arunachal-pradesh",2018,2,"tawang","5447","13722375"
"arunachal-pradesh",2018,2,"longding","4634","10271170"
"arunachal-pradesh",2018,2,"namsai","3230","6271811"
"arunachal-pradesh",2018,2,"west siang","2579","7610990"
"arunachal-pradesh",2018,2,"lower siang","2292","2179452"
"arunachal-pradesh",2018,3,"papum pare","43282","101080479"
"arunachal-pradesh",2018,3,"west kameng","17026","48528147"
"arunachal-pradesh",2018,3,"lohit","11595","32702332"
"arunachal-pradesh",2018,3,"east siang","10539","24885271"
"arunachal-pradesh",2018,3,"changlang","10162","20494175"
"arunachal-pradesh",2018,3,"tawang","8715","25733825"
"arunachal-pradesh",2018,3,"longding","5288","18327334"
"arunachal-pradesh",2018,3,"namsai","5076","10698273"
"arunachal-pradesh",2018,3,"west siang","3337","12966153"
"arunachal-pradesh",2018,3,"tirap","3322","7479257"
"arunachal-pradesh",2018,4,"papum pare","55224","154875448"
"arunachal-pradesh",2018,4,"west kameng","25439","89194887"
"arunachal-pradesh",2018,4,"lohit","14268","40510522"
"arunachal-pradesh",2018,4,"changlang","13950","32343047"
"arunachal-pradesh",2018,4,"east siang","12893","34272134"
"arunachal-pradesh",2018,4,"tawang","11104","35921511"
"arunachal-pradesh",2018,4,"namsai","7244","17643523"
"arunachal-pradesh",2018,4,"longding","6581","22545312"
"arunachal-pradesh",2018,4,"tirap","5725","10811743"
"arunachal-pradesh",2018,4,"lower dibang valley","4227","10951332"
"arunachal-pradesh",2019,1,"papum pare","70941","188556716"
"arunachal-pradesh",2019,1,"west kameng","34289","101333634"
"arunachal-pradesh",2019,1,"changlang","17589","40239142"
"arunachal-pradesh",2019,1,"lohit","15896","42834777"
"arunachal-pradesh",2019,1,"east siang","15621","39284373"
"arunachal-pradesh",2019,1,"tawang","13102","39489779"
"arunachal-pradesh",2019,1,"namsai","8600","20065517"
"arunachal-pradesh",2019,1,"longding","7287","25349462"
"arunachal-pradesh",2019,1,"tirap","6877","14075748"
"arunachal-pradesh",2019,1,"lower dibang valley","6314","13738776"
"arunachal-pradesh",2019,2,"papum pare","86433","246640891"
"arunachal-pradesh",2019,2,"west kameng","37430","122521181"
"arunachal-pradesh",2019,2,"lohit","18693","48893747"
"arunachal-pradesh",2019,2,"changlang","18631","48891048"
"arunachal-pradesh",2019,2,"east siang","16494","46549881"
"arunachal-pradesh",2019,2,"tawang","15960","55915835"
"arunachal-pradesh",2019,2,"namsai","9637","22491357"
"arunachal-pradesh",2019,2,"west siang","8041","24549833"
"arunachal-pradesh",2019,2,"tirap","6868","18633793"
"arunachal-pradesh",2019,2,"longding","6744","23464028"
"arunachal-pradesh",2019,3,"papum pare","117940","301518076"
"arunachal-pradesh",2019,3,"west kameng","53939","147186020"
"arunachal-pradesh",2019,3,"changlang","29218","58354823"
"arunachal-pradesh",2019,3,"lohit","24505","54539458"
"arunachal-pradesh",2019,3,"tawang","24097","72221026"
"arunachal-pradesh",2019,3,"east siang","22611","58040120"
"arunachal-pradesh",2019,3,"namsai","13453","25507641"
"arunachal-pradesh",2019,3,"west siang","11889","30014807"
"arunachal-pradesh",2019,3,"tirap","11249","21737827"
"arunachal-pradesh",2019,3,"longding","10269","26620415"
"arunachal-pradesh",2019,4,"papum pare","143272","378838002"
"arunachal-pradesh",2019,4,"west kameng","66740","198205638"
"arunachal-pradesh",2019,4,"changlang","33963","71874991"
"arunachal-pradesh",2019,4,"tawang","30077","91949244"
"arunachal-pradesh",2019,4,"lohit","29281","67502325"
"arunachal-pradesh",2019,4,"east siang","26605","72075285"
"arunachal-pradesh",2019,4,"namsai","18290","32501252"
"arunachal-pradesh",2019,4,"tirap","16459","38467791"
"arunachal-pradesh",2019,4,"west siang","14581","39460255"
"arunachal-pradesh",2019,4,"lower subansiri","11806","29634357"
"arunachal-pradesh",2020,1,"papum pare","180373","457430754"
"arunachal-pradesh",2020,1,"west kameng","75363","198712422"
"arunachal-pradesh",2020,1,"changlang","43858","93461364"
"arunachal-pradesh",2020,1,"lohit","36985","83701268"
"arunachal-pradesh",2020,1,"east siang","33743","82011539"
"arunachal-pradesh",2020,1,"tawang","31865","84425193"
"arunachal-pradesh",2020,1,"namsai","23112","46444943"
"arunachal-pradesh",2020,1,"west siang","19728","47929441"
"arunachal-pradesh",2020,1,"tirap","18369","40877852"
"arunachal-pradesh",2020,1,"lower subansiri","15770","34273251"
"arunachal-pradesh",2020,2,"papum pare","221728","535085907"
"arunachal-pradesh",2020,2,"west kameng","95421","251395972"
"arunachal-pradesh",2020,2,"changlang","69279","128572448"
"arunachal-pradesh",2020,2,"lohit","56541","114730675"
"arunachal-pradesh",2020,2,"east siang","55680","112693869"
"arunachal-pradesh",2020,2,"tawang","44499","121561732"
"arunachal-pradesh",2020,2,"namsai","34972","54870798"
"arunachal-pradesh",2020,2,"west siang","32777","72790231"
"arunachal-pradesh",2020,2,"tirap","28830","63497031"
"arunachal-pradesh",2020,2,"lower dibang valley","26234","42360073"
"arunachal-pradesh",2020,3,"papum pare","298350","859373864"
"arunachal-pradesh",2020,3,"west kameng","111029","332812238"
"arunachal-pradesh",2020,3,"changlang","73842","159158439"
"arunachal-pradesh",2020,3,"east siang","69710","176323790"
"arunachal-pradesh",2020,3,"lohit","65889","156523653"
"arunachal-pradesh",2020,3,"tawang","56016","182137863"
"arunachal-pradesh",2020,3,"namsai","37019","76484567"
"arunachal-pradesh",2020,3,"west siang","34295","92449733"
"arunachal-pradesh",2020,3,"tirap","30046","81539832"
"arunachal-pradesh",2020,3,"lower dibang valley","27655","63469161"
"arunachal-pradesh",2020,4,"papum pare","390528","1205917754"
"arunachal-pradesh",2020,4,"west kameng","129575","390436114"
"arunachal-pradesh",2020,4,"east siang","88632","250515095"
"arunachal-pradesh",2020,4,"changlang","84852","204367875"
"arunachal-pradesh",2020,4,"lohit","80530","196997837"
"arunachal-pradesh",2020,4,"tawang","67262","240482255"
"arunachal-pradesh",2020,4,"namsai","46762","111916732"
"arunachal-pradesh",2020,4,"west siang","45207","125118193"
"arunachal-pradesh",2020,4,"tirap","36124","104709590"
"arunachal-pradesh",2020,4,"lower dibang valley","33455","81929300"
"arunachal-pradesh",2021,1,"papum pare","419891","1388723427"
"arunachal-pradesh",2021,1,"west kameng","120906","384735273"
"arunachal-pradesh",2021,1,"east siang","82357","253988361"
"arunachal-pradesh",2021,1,"changlang","78849","220167766"
"arunachal-pradesh",2021,1,"lohit","72380","198534807"
"arunachal-pradesh",2021,1,"tawang","54137","207859088"
"arunachal-pradesh",2021,1,"namsai","45753","116637631"
"arunachal-pradesh",2021,1,"west siang","42575","138700637"
"arunachal-pradesh",2021,1,"lower dibang valley","32427","90709109"
"arunachal-pradesh",2021,1,"tirap","32043","110593517"
"arunachal-pradesh",2021,2,"papum pare","552953","1501062555"
"arunachal-pradesh",2021,2,"west kameng","164866","482626618"
"arunachal-pradesh",2021,2,"east siang","106787","286839106"
"arunachal-pradesh",2021,2,"changlang","105461","264031910"
"arunachal-pradesh",2021,2,"lohit","99686","230495504"
"arunachal-pradesh",2021,2,"tawang","70061","251025038"
"arunachal-pradesh",2021,2,"namsai","64781","147069902"
"arunachal-pradesh",2021,2,"west siang","59341","180700139"
"arunachal-pradesh",2021,2,"tirap","46320","144548683"
"arunachal-pradesh",2021,2,"lower dibang valley","42091","105552358"
"arunachal-pradesh",2021,3,"papum pare","710098","1995999756"
"arunachal-pradesh",2021,3,"west kameng","209165","658232386"
"arunachal-pradesh",2021,3,"east siang","128957","368061706"
"arunachal-pradesh",2021,3,"changlang","120126","319705502"
"arunachal-pradesh",2021,3,"lohit","117879","275160751"
"arunachal-pradesh",2021,3,"tawang","89052","365404078"
"arunachal-pradesh",2021,3,"namsai","79292","177380632"
"arunachal-pradesh",2021,3,"west siang","65763","217065611"
"arunachal-pradesh",2021,3,"lower dibang valley","50270","133788747"
"arunachal-pradesh",2021,3,"tirap","47118","143620526"
"arunachal-pradesh",2021,4,"papum pare","919925","2435796597"
"arunachal-pradesh",2021,4,"west kameng","247346","765859269"
"arunachal-pradesh",2021,4,"east siang","169617","450185173"
"arunachal-pradesh",2021,4,"changlang","147432","403255246"
"arunachal-pradesh",2021,4,"lohit","142772","328942905"
"arunachal-pradesh",2021,4,"namsai","105194","220513368"
"arunachal-pradesh",2021,4,"tawang","99575","412396002"
"arunachal-pradesh",2021,4,"west siang","79050","267978347"
"arunachal-pradesh",2021,4,"lower dibang valley","65302","174980100"
"arunachal-pradesh",2021,4,"lower subansiri","60146","199366119"
"arunachal-pradesh",2022,1,"papum pare","1163726","2909248439"
"arunachal-pradesh",2022,1,"west kameng","240672","705607894"
